//X Y Z Rf Gf Bf Intensity
7817
-1.47745001 -0.55833298 11.14169979 0.619608 0.631373 0.67451 15.000000
0.42851201 1.77795994 9.68330002 0.466667 0.509804 0.513725 15.000000
-3.05678010 0.18329100 10.37520027 0.556863 0.564706 0.513725 15.000000
0.83575898 -0.68509799 9.95392990 0.376471 0.403922 0.466667 15.000000
-2.24155998 -2.16059995 12.11870003 0.576471 0.666667 0.686275 15.000000
-6.01843977 0.64270699 8.56499958 0.239216 0.247059 0.211765 15.000000
1.41803002 0.40596399 9.91514969 0.556863 0.54902 0.47451 15.000000
-2.35748005 -0.26200300 10.56719971 0.447059 0.431373 0.419608 15.000000
-6.52605009 -2.50864005 11.28779984 0.403922 0.411765 0.509804 15.000000
0.70582598 -0.43300200 9.97169018 0.309804 0.286275 0.247059 15.000000
-3.05435991 0.36037299 10.33829975 0.537255 0.556863 0.541176 15.000000
-2.17547989 -0.11101600 10.59630013 0.419608 0.403922 0.364706 15.000000
-4.02090979 0.55538797 10.35639954 0.356863 0.337255 0.431373 15.000000
-4.24920988 0.40075999 10.43620014 0.513725 0.513725 0.486275 15.000000
-2.23650002 -0.11302200 10.57569981 0.458824 0.458824 0.458824 15.000000
-1.01196003 -0.35983899 11.09609985 0.564706 0.521569 0.439216 15.000000
0.92381102 0.80791998 9.75928974 0.486275 0.47451 0.403922 15.000000
-6.76166010 0.48544899 8.46434975 0.294118 0.337255 0.392157 15.000000
-2.33565998 1.55429995 10.15509987 0.458824 0.521569 0.584314 15.000000
-0.51192200 -0.24487001 11.23509979 0.364706 0.313725 0.282353 15.000000
-3.46059990 1.69862998 9.98044014 0.458824 0.529412 0.584314 15.000000
-5.71782017 1.42275000 9.97134972 0.254902 0.247059 0.294118 15.000000
-1.69687998 0.98493600 10.74870014 0.466667 0.439216 0.384314 15.000000
1.42435002 -0.72966701 10.17660046 0.176471 0.286275 0.364706 15.000000
-1.11696994 -0.65983897 11.22290039 0.576471 0.584314 0.541176 15.000000
1.79728997 1.78114998 9.70849991 0.447059 0.494118 0.529412 15.000000
0.71293902 -0.65115798 9.98976040 0.631373 0.6 0.556863 15.000000
0.75551200 1.37641001 9.61021996 0.47451 0.447059 0.364706 15.000000
-3.49569988 -0.33372700 10.38599968 0.576471 0.556863 0.486275 15.000000
-0.66809702 0.08253130 11.13490009 0.513725 0.501961 0.466667 15.000000
-2.33722997 1.98874998 9.87592983 0.141176 0.2 0.247059 15.000000
-4.71140003 -0.28223500 10.49489975 0.411765 0.431373 0.47451 15.000000
-2.13997006 0.38681200 10.49639988 0.6 0.603922 0.6 15.000000
0.92365199 1.12776995 9.69291019 0.501961 0.47451 0.392157 15.000000
-20.07360077 32.76200104 146.54800415 0.239216 0.219608 0.231373 15.000000
-5.12163019 0.92640299 10.18710041 0.321569 0.301961 0.286275 15.000000
0.61247200 0.98559701 9.66425991 0.403922 0.356863 0.364706 15.000000
0.76895303 -0.36076701 9.96140957 0.537255 0.454902 0.384314 15.000000
-0.46200201 0.16974600 11.14879990 0.537255 0.564706 0.556863 15.000000
-5.84553003 0.41467699 8.63177967 0.447059 0.427451 0.392157 15.000000
-5.72257996 1.50490999 8.43694019 0.513725 0.494118 0.47451 15.000000
-1.28532004 1.36626005 10.77719975 0.184314 0.184314 0.203922 15.000000
-1.67056000 -1.05658996 11.18410015 0.556863 0.513725 0.427451 15.000000
-4.03214979 0.16554300 10.62090015 0.509804 0.611765 0.682353 15.000000
-2.91180992 -0.29141000 10.48379993 0.392157 0.364706 0.384314 15.000000
-5.77264977 -0.41025701 10.31980038 0.294118 0.294118 0.294118 15.000000
-1.01926005 -1.88554001 12.46259975 0.192157 0.309804 0.431373 15.000000
-2.96477008 -0.13052900 10.45720005 0.403922 0.384314 0.356863 15.000000
-2.93180990 -0.30817199 10.48999977 0.537255 0.537255 0.509804 15.000000
-6.11394978 1.50217998 8.35622025 0.494118 0.501961 0.47451 15.000000
-1.06941998 -0.15373500 11.07779980 0.521569 0.486275 0.466667 15.000000
-6.73531008 -0.36767799 8.64122009 0.27451 0.294118 0.313725 15.000000
-0.63674003 1.45561004 10.85960007 0.411765 0.427451 0.431373 15.000000
-2.92927003 1.21838999 10.29269981 0.219608 0.294118 0.403922 15.000000
-1.19367003 1.59957004 10.73200035 0.509804 0.556863 0.54902 15.000000
-5.43518019 -0.34436399 10.36170006 0.486275 0.458824 0.419608 15.000000
-0.47213101 0.11483600 11.17010021 0.341176 0.309804 0.27451 15.000000
-0.94517702 -0.35829201 11.10859966 0.556863 0.509804 0.427451 15.000000
-1.20547998 2.28786993 10.14920044 0.0901961 0.14902 0.219608 15.000000
-4.43329000 1.10574996 10.26019955 0.447059 0.439216 0.458824 15.000000
-5.69776011 -0.48411599 9.64375973 0.509804 0.431373 0.439216 15.000000
1.69915998 0.68623000 9.90382957 0.301961 0.27451 0.254902 15.000000
-1.08033001 -0.36422199 11.08080006 0.576471 0.529412 0.454902 15.000000
-4.72740984 -0.17693099 10.44779968 0.321569 0.329412 0.313725 15.000000
-5.38888979 -2.68594003 12.04679966 0.294118 0.294118 0.584314 15.000000
-5.85605001 1.84516001 8.33111000 0.447059 0.494118 0.54902 15.000000
-4.73432016 -0.28266200 10.43729973 0.403922 0.376471 0.392157 15.000000
-4.67210007 -0.17551500 10.45300007 0.392157 0.368627 0.34902 15.000000
-5.83659983 -0.05712090 10.08590031 0.254902 0.254902 0.247059 15.000000
-8.37172031 2.20366001 8.90495014 0.156863 0.168627 0.203922 15.000000
-5.07405996 -0.30813500 10.43820000 0.219608 0.254902 0.231373 15.000000
-2.27487993 0.11867500 10.52830029 0.584314 0.568627 0.494118 15.000000
-4.39925003 0.97705698 10.29829979 0.184314 0.211765 0.203922 15.000000
-5.61179018 0.11909000 10.27900028 0.376471 0.411765 0.466667 15.000000
-6.18340015 1.82851005 8.27091980 0.129412 0.164706 0.258824 15.000000
1.07473004 -0.48787400 10.00679970 0.431373 0.411765 0.384314 15.000000
-5.75359011 -1.08968997 9.99997997 0.309804 0.364706 0.47451 15.000000
-6.88354015 1.45953000 8.22558975 0.556863 0.541176 0.419608 15.000000
-0.76341999 1.35038996 10.86100006 0.184314 0.27451 0.34902 15.000000
1.57895994 -0.40263501 10.12010002 0.301961 0.282353 0.258824 15.000000
-2.26925993 0.34526700 10.49170017 0.564706 0.611765 0.603922 15.000000
-6.06871986 0.44779599 8.59603024 0.454902 0.427451 0.403922 15.000000
-2.88565993 -1.22430003 10.67819977 0.34902 0.329412 0.337255 15.000000
-6.45295000 0.76348001 8.52488995 0.0431373 0.168627 0.141176 15.000000
-2.13599992 -2.31643009 12.68229961 0.866667 1 1 15.000000
1.74529004 -0.46123099 10.15310001 0.494118 0.47451 0.392157 15.000000
1.72879004 -0.39698699 10.15060043 0.364706 0.309804 0.309804 15.000000
-2.70395994 1.22249997 10.30790043 0.176471 0.258824 0.364706 15.000000
-4.72861004 -0.51477700 10.44400024 0.537255 0.564706 0.537255 15.000000
1.79852998 0.34485301 9.99717999 0.501961 0.509804 0.486275 15.000000
1.39762998 -1.02715003 10.22049999 0.54902 0.564706 0.639216 15.000000
1.75874996 1.53439999 9.75757027 0.419608 0.439216 0.392157 15.000000
1.69207001 -0.31044799 10.12600040 0.329412 0.309804 0.309804 15.000000
-3.09294009 1.44939995 10.05690002 0.47451 0.494118 0.537255 15.000000
-1.51166999 0.17973900 10.97749996 0.294118 0.356863 0.403922 15.000000
1.04360998 -2.33355999 11.19629955 0.392157 0.466667 0.592157 15.000000
-2.06504989 -0.41987801 10.63700008 0.603922 0.556863 0.431373 15.000000
-2.99028993 -0.80178702 10.59410000 0.568627 0.603922 0.631373 15.000000
-6.90634012 -0.25762099 8.58251953 0.329412 0.341176 0.313725 15.000000
-4.31645012 -0.16678099 10.54319954 0.439216 0.364706 0.341176 15.000000
-6.88621998 0.80456001 8.37077045 0.521569 0.576471 0.529412 15.000000
1.09876001 -0.83920997 10.16650009 0.239216 0.411765 0.639216 15.000000
0.64663303 1.27900004 9.60927010 0.364706 0.309804 0.294118 15.000000
-3.13564992 -2.97162008 12.44330025 0.14902 0.164706 0.294118 15.000000
-6.02115011 0.41662300 8.59405994 0.564706 0.537255 0.466667 15.000000
0.97216702 0.39815900 7.80093002 0.494118 0.486275 0.458824 15.000000
